,Organism
8369,Staphylococcus xylosus
8370,Staphylothermus marinus
8371,Staphylotrichum coccosporum
8372,Stappia carboxidovorans
8373,Stappia conradae
8374,Stappia kahanamokuae
8375,Stappia meyerae
8376,Stappia sp.
8377,Stappia stellulata
8378,Starkeya novella
8379,Starkeyomyces koorchalomoides
8380,Starmera quercuum
8381,Starmerella apicola
8382,Starmerella bombicola
8383,Starmerella magnoliae
8384,Staurastrum cingulum
8385,Steccherinum adustum
8386,Steccherinum ochraceum
8387,Stegana furta
8388,Stegana mehadiae
8389,Steinchisma decipiens
8390,Steinchisma laxum
8391,Steinernema bibionis
8392,Steinernema carpocapsae
8393,Steinernema glaseri
8394,Stellaria longipes
8395,Stellaria media
8396,Stemmadenia tomentosa
8397,Stemona tuberosa
8398,Stemphylium botryosum
8399,Stemphylium loti
8400,Stemphylium vesicarium
8401,Stenotomus chrysops
8402,Stenotrophomonas chelatiphaga
8403,Stenotrophomonas maltophilia
8404,Stenotrophomonas rhizophila
8405,Stenotrophomonas sp.
8406,Stephania delavayi
8407,Sterculia foetida
8408,Sterechinus neumayeri
8409,Stereum hirsutum
8410,Stereum ostrea
8411,Sterigmatomyces elviae
8412,Sterkiella histriomuscorum
8413,Stevia rebaudiana
8414,Sthenoteuthis oualaniensis
8415,Stichococcus bacillaris
8416,Stigeoclonium tenue
8417,Stigmatella aurantiaca
8418,Stizolobium hassjoo
8419,Stolephorus indicus
8420,Stomoxys calcitrans
8421,Stramonita haemastoma
8422,Streblomastix strix
8423,Streptanthus tortuosus
8424,Streptoalloteichus hindustanus
8425,Streptoalloteichus tenebrarius
8426,Streptocarpus hybrida
8427,Streptococcus acidominimus
8428,Streptococcus agalactiae
8429,Streptococcus alactolyticus
8430,Streptococcus allantoicus
8431,Streptococcus anginosus
8432,Streptococcus constellatus
8433,Streptococcus criceti
8434,Streptococcus cristatus
8435,Streptococcus downei
8436,Streptococcus dysgalactiae
8437,Streptococcus equi
8438,Streptococcus equinus
8439,Streptococcus gallolyticus
8440,Streptococcus gordonii
8441,Streptococcus infantis
8442,Streptococcus iniae
8443,Streptococcus intermedius
8444,Streptococcus milleri
8445,Streptococcus mitior
8446,Streptococcus mitis
8447,Streptococcus mutans
8448,Streptococcus oralis
8449,Streptococcus parasanguinis
8450,Streptococcus phage
8451,Streptococcus pneumoniae
8452,Streptococcus pseudopneumoniae
8453,Streptococcus pyogenes
8454,Streptococcus ratti
8455,Streptococcus salivarius
8456,Streptococcus sanguinis
8457,Streptococcus sobrinus
8458,Streptococcus sp.
8459,Streptococcus suis
8460,Streptococcus thermophilus
8461,Streptococcus uberis
8462,Streptococcus venuceus
8463,Streptococcus viridans
8464,Streptococcus zymogenes
8465,Streptomyces achromogenes
8466,Streptomyces acidiscabies
8467,Streptomyces acrimycini
8468,Streptomyces actuosus
8469,Streptomyces adephospholyticus
8470,Streptomyces albaduncus
8471,Streptomyces albidoflavus
8472,Streptomyces albogriseolus
8473,Streptomyces alboniger
8474,Streptomyces alboviridis
8475,Streptomyces albulus
8476,Streptomyces albus
8477,Streptomyces almquistii
8478,Streptomyces ambofaciens
8479,Streptomyces ansochromogenes
8480,Streptomyces antibioticus
8481,Streptomyces anulatus
8482,Streptomyces arenae
8483,Streptomyces argenteolus
8484,Streptomyces argillaceus
8485,Streptomyces ascomycinicus
8486,Streptomyces aspergilloides
8487,Streptomyces atratus
8488,Streptomyces atrovirens
8489,Streptomyces aureus
8490,Streptomyces avermitilis
8491,Streptomyces azureus
8492,Streptomyces badius
8493,Streptomyces beijiangensis
8494,Streptomyces bikiniensis
8495,Streptomyces bluensis
8496,Streptomyces bobili
8497,Streptomyces cacaoi
8498,Streptomyces caespitosus
8499,Streptomyces californicus
8500,Streptomyces canus
8501,Streptomyces carzinostaticus
8502,Streptomyces castaneoglobisporus
8503,Streptomyces cattleya
8504,Streptomyces chartreusis
8505,Streptomyces chattanoogensis
8506,Streptomyces chromofuscus
8507,Streptomyces cinnamonensis
8508,Streptomyces cinnamoneus
8509,Streptomyces clavuligerus
8510,Streptomyces coelicolor
8511,Streptomyces coeruleorubidus
8512,Streptomyces collinus
8513,Streptomyces consensus
8514,Streptomyces corchorusii
8515,Streptomyces costaricanus
8516,Streptomyces cyaneofuscatus
8517,Streptomyces cyaneus
8518,Streptomyces cyanocolor
8519,Streptomyces cyanogenus
8520,Streptomyces cyslabdanicus
8521,Streptomyces davaonensis
8522,Streptomyces diastaticus
8523,Streptomyces diastatochromogenes
8524,Streptomyces echinatus
8525,Streptomyces erumpens
8526,Streptomyces espinosus
8527,Streptomyces eurythermus
8528,Streptomyces exfoliatus
8529,Streptomyces fimbriatus
8530,Streptomyces flaveolus
8531,Streptomyces flaveus
8532,Streptomyces flavogriseus
8533,Streptomyces flavovirens
8534,Streptomyces flocculus
8535,Streptomyces fradiae
8536,Streptomyces galbus
8537,Streptomyces galilaeus
8538,Streptomyces garyphalus
8539,Streptomyces glaucescens
8540,Streptomyces glebosus
8541,Streptomyces globisporus
8542,Streptomyces granaticolor
8543,Streptomyces griseocarneus
8544,Streptomyces griseochromogenes
8545,Streptomyces griseofuscus
8546,Streptomyces griseoloalbus
8547,Streptomyces griseolus
8548,Streptomyces griseoluteus
8549,Streptomyces griseorubens
8550,Streptomyces griseorubiginosus
8551,Streptomyces griseosporeus
8552,Streptomyces griseoviridis
8553,Streptomyces griseus
8554,Streptomyces gulbargensis
8555,Streptomyces hachijoensis
8556,Streptomyces halstedii
8557,Streptomyces humidus
8558,Streptomyces humiferus
8559,Streptomyces hyalurolytics
8560,Streptomyces hyalurolyticus
8561,Streptomyces hygroscopicus
8562,Streptomyces ipomoeae
8563,Streptomyces jumonjinensis
8564,Streptomyces kanamyceticus
8565,Streptomyces kashimirensis
8566,Streptomyces lasaliensis
8567,Streptomyces laurentii
8568,Streptomyces lavendulae
8569,Streptomyces limosus
8570,Streptomyces lividans
8571,Streptomyces lividus
8572,Streptomyces longisporoflavus
8573,Streptomyces luridus
8574,Streptomyces lydicus
8575,Streptomyces malaysiensis
8576,Streptomyces maritimus
8577,Streptomyces massasporeus
8578,Streptomyces matensis
8579,Streptomyces megasporus
8580,Streptomyces melanosporofaciens
8581,Streptomyces microflavus
8582,Streptomyces mitakaensis
8583,Streptomyces mobaraensis
8584,Streptomyces moderatus
8585,Streptomyces morookaense
8586,Streptomyces murinus
8587,Streptomyces mutans
8588,Streptomyces naraensis
8589,Streptomyces natalensis
8590,Streptomyces netropsis
8591,Streptomyces nitrosporeus
8592,Streptomyces nivens
8593,Streptomyces niveus
8594,Streptomyces nodosus
8595,Streptomyces nogalater
8596,Streptomyces noursei
8597,Streptomyces ochraceiscleroticus
8598,Streptomyces olivaceoviridis
8599,Streptomyces olivaceus
8600,Streptomyces olivochromogenes
8601,Streptomyces olivoreticuli
8602,Streptomyces omiyaensis
8603,Streptomyces ornatus
8604,Streptomyces parvulus
8605,Streptomyces parvus
8606,Streptomyces peucetius
8607,Streptomyces phaeochromogenes
8608,Streptomyces pharetrae
8609,Streptomyces platensis
8610,Streptomyces plicatus
8611,Streptomyces pneumoniae
8612,Streptomyces polyantibioticus
8613,Streptomyces prasinopilosus
8614,Streptomyces pratensis
8615,Streptomyces pristinaespiralis
8616,Streptomyces pulveraceus
8617,Streptomyces purpurascens
8618,Streptomyces purpureus
8619,Streptomyces racemochromogenes
8620,Streptomyces ramocissimus
8621,Streptomyces rapamycinicus
8622,Streptomyces ravidus
8623,Streptomyces rectus
8624,Streptomyces refuineus
8625,Streptomyces reticuli
8626,Streptomyces ribosidificus
8627,Streptomyces rimosus
8628,Streptomyces rochei
8629,Streptomyces roseochromogenes
8630,Streptomyces roseochromogenus
8631,Streptomyces roseolus
8632,Streptomyces roseus
8633,Streptomyces rubellomurinus
8634,Streptomyces ruber
8635,Streptomyces rubiginosus
8636,Streptomyces rugosporus
8637,Streptomyces sahachiroi
8638,Streptomyces sanglieri
8639,Streptomyces scabiei
8640,Streptomyces scabrisporus
8641,Streptomyces sclerotialus
8642,Streptomyces seoulensis
8643,Streptomyces septatus
8644,Streptomyces sioyaensis
8645,Streptomyces sp.
8646,Streptomyces spectabilis
8647,Streptomyces spp.
8648,Streptomyces sviceus
8649,Streptomyces tendae
8650,Streptomyces tenjimariensis
8651,Streptomyces thermocarboxydus
8652,Streptomyces thermocyaneoviolaceus
8653,Streptomyces thermoluteus
8654,Streptomyces thermophilus
8655,Streptomyces thermoviolaceus
8656,Streptomyces thermovulgaris
8657,Streptomyces thioluteus
8658,Streptomyces toxytricini
8659,Streptomyces toyocaensis
8660,Streptomyces tsukubensis
8661,Streptomyces tubercidicus
8662,Streptomyces turgidiscabies
8663,Streptomyces venezuelae
8664,Streptomyces verticillatus
8665,Streptomyces verticillus
8666,Streptomyces vinaceus
8667,Streptomyces violaceoruber
8668,Streptomyces violaceusniger
8669,Streptomyces violascens
8670,Streptomyces violens
8671,Streptomyces virginiae
8672,Streptomyces viridifaciens
8673,Streptomyces viridiviolaceus
8674,Streptomyces viridobrunneus
8675,Streptomyces viridochromogenes
8676,Streptomyces viridosporus
8677,Streptomyces wedmorensis
8678,Streptomyces xinghaiensis
8679,Streptomyces yerevanensis
8680,Streptomyces yokosukanensis
8681,Streptomyces zaomyceticus
8682,Streptosporangium album
8683,Streptosporangium brasiliense
8684,Streptosporangium roseum
8685,Streptosporangium sibiricum
8686,Streptosporangium sp.
8687,Streptosporangium violaceochromogenes
8688,Streptosporangium vulgare
8689,Streptoverticillium cholesterolieum
8690,Streptoverticillium reticulum
8691,Streptoverticillum cholesterolicum
8692,Striaticonidium cinctum
8693,Striga hermonthica
8694,Strigomonas culicis
8695,Strigomonas oncopelti
8696,Strobilanthes cusia
8697,Strombus aurisdianae
8698,Strombus canarium
8699,Strombus gibberulus
8700,Strombus labiatus
8701,Strombus lentiginosus
8702,Strombus sinuatus
8703,Strongylocentrotus droebachiensis
8704,Strongylocentrotus intermedius
8705,Strongylocentrotus pallidus
8706,Strongylocentrotus purpuratus
8707,Strongyloides ratti
8708,Stropharia aeruginosa
8709,Stropharia coronilla
8710,Stropharia cubensis
8711,Stropharia rugosoannulata
8712,Strophitus undulatus
8713,Struthanthus flexicaulis
8714,Struthanthus marginatus
8715,Struthio camelus
8716,Struthiopteris niponica
8717,Strychnos mellodora
8718,Sturnus vulgaris
8719,Styela plicata
8720,Stygiella incarcerata
8721,Stygiolobus azoricus
8722,Stylaria sp.
8723,Stylonychia mytilus
8724,Stylophora pistillata
8725,Stylosanthes guianensis
8726,Stylosanthes hamata
8727,Styphnolobium japonicum
8728,Suaeda aralocaspica
8729,Suaeda corniculata
8730,Suaeda eltonica
8731,Suaeda liaotungensis
8732,Suaeda linifolia
8733,Suaeda maritima
8734,Suaeda salsa
8735,Suberites domuncula
8736,Suberites ficus
8737,Succinivibrio dextrinosolvens
8738,Sugarcane mosaic
8739,Sugiyamaella smithiae
8740,Suid alphaherpesvirus
8741,Suillus bovinus
8742,Suillus luteus
8743,Sulfitobacter pontiacus
8744,Sulfitobacter sp.
8745,Sulfobacillus acidophilus
8746,Sulfobacillus sibiricus
8747,Sulfobacillus thermosulfidooxidans
8748,Sulfolobus acidocaldarius
8749,Sulfolobus islandicus
8750,Sulfolobus metallicus
8751,Sulfolobus sp.
8752,Sulfolobus tengchongensis
8753,Sulfolobus virus
8754,Sulfophobococcus zilligii
8755,Sulfurihydrogenibium azorense
8756,Sulfurihydrogenibium sp.
8757,Sulfurihydrogenibium subterraneum
8758,Sulfurihydrogenibium yellowstonense
8759,Sulfurimonas autotrophica
8760,Sulfurimonas denitrificans
8761,Sulfurisphaera ohwakuensis
8762,Sulfurisphaera tokodaii
8763,Sulfurospirillum barnesii
8764,Sulfurospirillum deleyianum
8765,Sulfurospirillum multivorans
8766,Sulfurospirillum sp.
8767,Sulfurovum lithotrophicum
8768,Suncus murinus
8769,Suregada multiflora
8770,Sus scrofa
8771,Sus sp.
8772,Swainsona formosa
8773,sweet potato
8774,Swertia mussotii
8775,swine influenza
8776,swine vesicular
8777,swinepox virus
8778,Sylvilagus floridanus
8779,Symbiobacterium sp.
8780,Symbiobacterium thermophilum
8781,Symbiobacterium toebii
8782,Symbiodinium microadriaticum
8783,Symbiodinium sp.
8784,Symmetrospora marina
8785,Symphalangus syndactylus
8786,Symphytum officinale
8787,Symphytum sp.
8788,Symplocarpus renifolius
8789,Synanceia horrida
8790,Synanceia verrucosa
8791,Syncephalastrum racemosum
8792,Syncerus sp.
8793,Synechococcus cedorum
8794,Synechococcus cedrorum
8795,Synechococcus elongatus
8796,Synechococcus marinus
8797,Synechococcus phage
8798,Synechococcus Q0QKD8
8799,Synechococcus sp.
8800,Synechocystis sp.
8801,Synechosystis sp.
8802,Synergistetes bacterium
8803,synthetic construct
8804,synthetic ribozyme
8805,Syntrophobacter fumaroxidans
8806,Syntrophomonas wolfei
8807,Syntrophus aciditrophicus
8808,Syntrophus gentianae
8809,Syntrophus sp.
8810,Synura petersenii
8811,Synura uvella
8812,Syrian hamster
8813,Syringa vulgaris
8814,Syrphus ribesii
8815,Syzygium cumini
8816,Tabernaemontana divaricata
8817,Tabernaemontana orientalis
8818,Tachigali multijuga
8819,Tachyglossus aculeatus
8820,Tachypleus sp.
8821,Tachypleus tridentatus
8822,Tachysurus fulvidraco
8823,Tadarida brasiliensis
8824,Taenia asiatica
8825,Taenia crassiceps
8826,Taenia pisiformis
8827,Taenia solium
8828,Taeniopygia guttata
8829,Taeniospora gracilis
8830,Tagelus gibbus
8831,Tagetes erecta
8832,Tagetes patula
8833,Taiwania cryptomerioides
8834,Taiwanofungus camphoratus
8835,Takifugu obscurus
8836,Takifugu rubripes
8837,Talaromyces aculeatus
8838,Talaromyces cellulolyticus
8839,Talaromyces flavus
8840,Talaromyces funiculosus
8841,Talaromyces islandicus
8842,Talaromyces luteus
8843,Talaromyces marneffei
8844,Talaromyces minioluteus
8845,Talaromyces ohiensis
8846,Talaromyces piceae
8847,Talaromyces pinophilus
8848,Talaromyces pittii
8849,Talaromyces purpureogenus
8850,Talaromyces stipitatus
8851,Talaromyces trachyspermus
8852,Talaromyces variabilis
8853,Talaromyces varians
8854,Talaromyces verruculosus
8855,Talipariti tiliaceum
8856,Talpa europaea
8857,Tamarindus indica
8858,Tamlana sp.
8859,Tanacetum cinerariifolium
8860,Tanacetum parthenium
8861,Tanacetum vulgare
8862,Tannerella forsythia
8863,Tapirus pinchaque
8864,Taraxacum brevicorniculatum
8865,Taraxacum kok-saghyz
8866,Taraxacum officinale
8867,Tarenaya spinosa
8868,Tatlockia micdadei
8869,Tatumella ptyseos
8870,Taura syndrome
8871,Tausonia pullulans
8872,Tautogolabrus adspersus
8873,Taxodium distichum
8874,Taxomyces andreanae
8875,Taxus baccata
8876,Taxus bervifolia
8877,Taxus brevifolia
8878,Taxus canadensis
8879,Taxus cuspidata
8880,Taxus floridana
8881,Taxus fuana
8882,Taxus globosa
8883,Taxus mairei
8884,Taxus sp.
8885,Taxus sumatrana
8886,Taxus wallichiana
8887,Taxus x
8888,Tecia solanivora
8889,Tecoma stans
8890,Tectona grandis
8891,Tectura testudinalis
8892,Tedania ignis
8893,Teladorsagia circumcincta
8894,Teleogryllus emma
8895,Telescopium telescopium
8896,Tellina virus
8897,Temora longicornis
8898,Tenebrio molitor
8899,Tephrosia candida
8900,Tephrosia purpurea
8901,Tephrosia rhodesica
8902,Terebratalia transversa
8903,Teredinibacter turnerae
8904,Terfezia claveryi
8905,Termitomyces albuminosus
8906,Termitomyces aurantiacus
8907,Termitomyces clypeatus
8908,Termitomyces sp.
8909,Terrabacter ginsenosidimutans
8910,Terrabacter tumescens
8911,Terrapene carolina
8912,Terriglobus roseus
8913,Terrimonas ferruginea
8914,Terrisporobacter glycolicus
8915,Testudines agrionemys
8916,Testudo graeca
8917,Tethya aurantium
8918,Tetrachaetum elegans
8919,Tetracladium marchalianum
8920,Tetracladium maxilliforme
8921,Tetracladium setigerum
8922,Tetracoccosporium sp.
8923,Tetradesmus obliquus
8924,Tetraena mongolica
8925,Tetragenococcus halophilus
8926,Tetragenococcus muriaticus
8927,Tetragonia tetragonioides
8928,Tetrahymena pyriformis
8929,Tetrahymena sp.
8930,Tetrahymena thermophila
8931,Tetrahymena vorax
8932,Tetranychus cinnabarinus
8933,Tetranychus telarius
8934,Tetranychus urticae
8935,Tetraodon nigroviridis
8936,Tetrapisispora phaffii
8937,Tetrapygus niger
8938,Tetraselmis gracilis
8939,Tetraselmis maculata
8940,Tetraselmis sp.
8941,Tetraselmis subcordiformis
8942,Tetraselmis viridis
8943,Tetrasphaera japonica
8944,Tetrasphaera jenkinsii
8945,Tetronarce californica
8946,Teucrium heterophyllum
8947,Thalassia testudinum
8948,Thalassiosira antarctica
8949,Thalassiosira oceanica
8950,Thalassiosira pseudonana
8951,Thalassiosira sp.
8952,Thalassobacillus sp.
8953,Thalassobius gelatinovorus
8954,Thalassococcus halodurans
8955,Thalassomonas sp.
8956,Thalassotalea agarivorans
8957,Thalictrum bulgaricum
8958,Thalictrum dasycarpum
8959,Thalictrum dipterocarpum
8960,Thalictrum flavum
8961,Thalictrum glabrum
8962,Thalictrum glaucum
8963,Thalictrum macrocarpum
8964,Thalictrum minus
8965,Thalictrum rugosum
8966,Thalictrum tuberosum
8967,Thamnaconus tessellatus
8968,Thamnidium elegans
8969,Thamnophis sirtalis
8970,Thanatephorus cucumeris
8971,Thapsia garganica
8972,Thauera aromatica
8973,Thauera butanivorans
8974,Thauera chlorobenzoica
8975,Thauera humireducens
8976,Thauera linaloolentis
8977,Thauera selenatis
8978,Thauera sp.
8979,Thaumetopoea pityocampa
8980,Thecamonas trahens
8981,Theileria annulata
8982,Theileria parva
8983,Theilers encephalomyelitis
8984,Themeda quadrivalvis
8985,Themeda triandra
8986,Themiste sp.
8987,Thenus orientalis
8988,Theobroma cacao
8989,Thermacetogenium phaeum
8990,Thermaerobacter marianensis
8991,Thermithiobacillus tepidarius
8992,Thermoactinomyces intermedius
8993,Thermoactinomyces sp.
8994,Thermoactinomyces vulgaris
8995,Thermoanaerobacter acetoethylicus
8996,Thermoanaerobacter brockii
8997,Thermoanaerobacter ethanolicus
8998,Thermoanaerobacter italicus
8999,Thermoanaerobacter kivui
9000,Thermoanaerobacter kodakaraensis
9001,Thermoanaerobacter mathranii
9002,Thermoanaerobacter pseudethanolicus
9003,Thermoanaerobacter sp.
9004,Thermoanaerobacter thermohydrosulfuricus
9005,Thermoanaerobacterium saccharolyticum
9006,Thermoanaerobacterium sp.
9007,Thermoanaerobacterium thermosaccharolyticum
9008,Thermoanaerobacterium thermosulfurigenes
9009,Thermoanaerobium sp.
9010,Thermoascus aurantiacus
9011,Thermoascus crustaceus
9012,Thermobacillus composti
9013,Thermobacillus xylanilyticus
9014,Thermobaculum terrenum
9015,Thermobifida alba
9016,Thermobifida cellulosilytica
9017,Thermobifida fusca
9018,Thermobifida sp.
9019,Thermobispora bispora
9020,Thermochromatium tepidum
9021,Thermoclostridium stercorarium
9022,Thermococcus aggregans
9023,Thermococcus barophilus
